num,uni_num,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,campusName,lng,lat,uid,area,get,lngN,latN
967,885,1737,咸宁职业技术学院,4142013265,湖北省,咸宁市,专科,,咸宁职业技术学院,114.321259,29.832714,7ae24097afc4fc2230169b2b,咸安区,1,114.309316345396,29.8294520798552
968,887,1739,江汉艺术职业学院,4142013793,湖北省,潜江市,专科,,江汉艺术职业学院,112.91504,30.428779,435d7aea5f1708355abbbc01,,1,112.903033123304,30.4252185250991
970,895,1747,湖北科技职业学院,4142014119,湖北省,武汉市,专科,,湖北科技职业学院(关山校区),114.410792,30.477711,d146b388bdfc83de750269e3,洪山区,1,114.398699984531,30.4742616225532
971,897,1749,湖北工程职业学院,4142014197,湖北省,黄石市,专科,,湖北工程职业学院(广州路校区),115.030907,30.191113,41572e0017ae44c9b45f1e68,下陆区,1,115.019001285986,30.1879257017565
972,897,1749,湖北工程职业学院,4142014197,湖北省,黄石市,专科,,湖北工程职业学院(新校区),115.125244,30.149288,0e11dfe13730b95a43afe694,大冶市,1,115.113206228723,30.1457875517881
974,900,1752,湖北体育职业学院,4142014356,湖北省,武汉市,专科,,湖北体育职业学院,114.457058,30.495571,11f6c0a9ecd9d74cb64f54ab,江夏区,1,114.445079244986,30.491908653669
976,901,1753,襄阳汽车职业技术学院,4142014357,湖北省,襄阳市,专科,,襄阳汽车职业技术学院,112.096686,31.958622,784931bc8066f4c6fca778f7,襄城区,1,112.084156924402,31.954263296861
981,935,1839,湖南邮电职业技术学院,4143012845,湖南省,长沙市,专科,,湖南邮电职业技术学院,112.982471,28.16644,9ee392b83ea53a41bbbd6369,天心区,1,112.970372492691,28.1642118329086
982,941,1845,湖南艺术职业学院,4143013032,湖南省,长沙市,专科,,湖南艺术职业学院(新校区),113.133669,28.262241,261308196d2ade9d5c17c306,长沙县,1,113.121274760851,28.2594659222171
983,941,1845,湖南艺术职业学院,4143013032,湖南省,长沙市,专科,,湖南艺术职业学院(北院),112.92754,28.217667,a5ef680f53790cd7b9df8f6a,岳麓区,1,112.91570152278,28.2148597100353
985,957,1861,湖南工艺美术职业学院,4143013921,湖南省,益阳市,专科,,湖南工艺美术职业学院,112.341059,28.580762,8ce08904cc2a6c8b725e809b,赫山区,1,112.328947826095,28.5777013692477
987,958,1862,湖南九嶷职业技术学院,4143013922,湖南省,永州市,专科,,湖南九嶷职业技术学院,111.639008,26.392629,9bec9dd18b015c0cb4265587,冷水滩区,1,111.627249781665,26.390238332874
989,966,1870,湖南安全技术职业学院,4143014025,湖南省,长沙市,专科,,湖南安全技术职业学院,113.0644,28.276451,9ef7b704941dd4fd16c905dc,长沙县,1,113.052139425103,28.2734637805015
990,987,1958,顺德职业技术学院,4144010831,广东省,佛山市,专科,,顺德职业技术学院,113.330979,22.815475,0a15c7ecf464c9ffed74f853,顺德区,1,113.319032403321,22.8124407401423
992,1009,1980,广东女子职业技术学院,4144012742,广东省,广州市,专科,,广东女子职业技术学院,113.473458,22.963387,f3ca69dcf1fcf898c61b75a7,番禺区,1,113.461453419665,22.9603432598443
993,1009,1980,广东女子职业技术学院,4144012742,广东省,广州市,专科,,广东女子职业技术学院(海珠校区),113.318049,23.105485,48b809749c99584d9a005050,海珠区,1,113.30615853287,23.1021497290252
994,1014,1985,阳江职业技术学院,4144012771,广东省,阳江市,专科,,阳江职业技术学院,111.993557,21.848992,bb1d38e4dc23dc4d0d0a708c,江城区,1,111.981989917663,21.845665661269
995,1030,2001,茂名职业技术学院,4144013712,广东省,茂名市,专科,,茂名职业技术学院(北校区),110.9399,21.680405,5ce2637d2704c751af31e596,茂南区,1,110.928832434579,21.6774980037526
996,1030,2001,茂名职业技术学院,4144013712,广东省,茂名市,专科,,茂名职业技术学院(南校区),110.984514,21.472931,a7ac2dcc8a28331aa9175a6c,电白区,1,110.973409168278,21.4694243875679
997,1030,2001,茂名职业技术学院,4144013712,广东省,茂名市,专科,,茂名职业技术学院三二分段校区,110.91569,21.659935,1facc358f214a9a8af31e58a,茂南区,1,110.904705208329,21.6567054609487
998,1044,2015,广州科技贸易职业学院,4144014065,广东省,广州市,专科,,广州科技贸易职业学院(番禺校区),113.399145,23.006543,c4767c9c1e7aafe87f29bd3a,番禺区,1,113.387213635987,23.0027835776713
999,1051,2022,广东南方职业学院,4144014265,广东省教育厅,江门市,专科,民办,广东南方职业学院,113.146046,22.590417,8f68e7ce8e4b8e5d0e3ddafb,江海区,1,113.13411903611,22.5869606064835
1002,1054,2025,广东环境保护工程职业学院,4144014311,广东省,佛山市,专科,,广东环境保护工程职业学院,112.916466,23.054338,bba87388e74c45debca8222e,南海区,1,112.904981939572,23.0509443401644
1003,1066,2037,广东茂名幼儿师范专科学校,4144014587,广东省,茂名市,专科,,广东茂名幼儿师范专科学校(茂名校区),110.843902,21.655698,8ae97f81a11a994194ca07ae,茂南区,1,110.832842228891,21.6526026969388
1004,1066,2037,广东茂名幼儿师范专科学校,4144014587,广东省,茂名市,专科,,广东茂名幼儿师范专科学校(高州校区),110.854197,21.933746,32c7f8ab147734fa61685818,高州市,1,110.843195319975,21.9306320739792
1005,1092,2101,柳州铁道职业技术学院,4145012392,广西壮族自治区,柳州市,专科,,柳州铁道职业技术学院,109.540008,24.401964,e81dbc05bbf97d7b901fc998,鱼峰区,1,109.529145012722,24.3988743692596
1007,1104,2113,广西工程职业学院,4145014127,广西壮族自治区教育厅,百色市,专科,民办,广西工程职业学院,107.611647,23.32066,f1ecf09129e91e1de01103a7,平果市,1,107.601231218313,23.3175840202449
1008,1121,2130,广西物流职业技术学院,4145014723,广西壮族自治区,贵港市,专科,,广西物流职业技术学院,109.556144,23.051623,27cce4e361839e3e5cbe86e6,港北区,1,109.545456076069,23.0482079274717
1010,1126,2135,崇左幼儿师范高等专科学校,4245051675,广西壮族自治区,崇左市,专科,,崇左幼儿师范高等专科学校,107.408529,22.390966,fb848efa00490aab9403193c,江州区,1,107.397904221975,22.3873700953284
1011,1139,2156,海南卫生健康职业学院,4146014724,海南省,海口市,专科,,海南卫生健康职业学院(秀华校区),110.296149,20.014587,7699f7d15a7c3a21715e800d,秀英区,1,110.285442087702,20.0104077365038
1012,1139,2156,海南卫生健康职业学院,4146014724,海南省,海口市,专科,,海南卫生健康职业学院(椰海校区),110.308792,19.983064,3f4e7ced7f0884199b68b4b9,龙华区,1,110.298014143058,19.9789963590735
1013,1148,2191,重庆传媒职业学院,4150012756,重庆市教委,重庆市,专科,民办,重庆传媒职业学院,106.079201,29.860057,90deb8c9a8106b7e94ca07f4,铜梁区,1,106.068870539871,29.8562631039305
1014,1157,2200,重庆医药高等专科学校,4150014009,重庆市,重庆市,专科,,重庆医药高等专科学校,106.319512,29.632984,cde9e2c79ea5a2cae81e975e,沙坪坝区,1,106.309257708758,29.629324021525
1015,1175,2218,重庆文化艺术职业学院,4150014482,重庆市,重庆市,专科,,重庆文化艺术职业学院,106.539468,29.353186,4a73726ab121e74b6268586c,巴南区,1,106.529234749063,29.3500372139107
1016,1201,2297,四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,民办,四川托普信息技术职业学院,103.930511,30.788082,4edf9fbf34b2df95cd06a4a0,郫都区,1,103.92201005223,30.7844779613897
1019,1247,2343,天府新区通用航空职业学院,4151014646,四川省教育厅,眉山市,专科,民办,天府新区通用航空职业学院,104.086243,30.203592,5bbb75fa01f1c4a714b54b63,仁寿县,1,104.077209236119,30.2002587435589
1021,1298,2423,贵州装备制造职业学院,4152014613,贵州省,贵阳市,专科,,贵州装备制造职业学院,106.473498,26.593218,1802bc84e5744cb4d92f28f6,清镇市,1,106.463236781558,26.5905676949044
1022,1310,2467,昆明冶金高等专科学校,4153011557,云南省,昆明市,专科,,昆明冶金高等专科学校,102.695529,25.07139,14076dee159d3bf502294f0e,五华区,1,102.687650192001,25.0684178603872
1023,1310,2467,昆明冶金高等专科学校,4153011557,云南省,昆明市,专科,,昆明冶金高等专科学校,102.447974,24.888503,bebc08b4ab0c84b2e115f928,安宁市,1,102.43986699434,24.8854469349426
1025,1326,2483,云南城市建设职业学院,4153013759,云南省教育厅,昆明市,专科,民办,云南城市建设职业学院,103.010667,25.240163,e83cf33145fb043a63180911,嵩明县,1,103.002436649671,25.2372921748024
1026,1330,2487,保山中医药高等专科学校,4153014014,云南省,保山市,专科,,保山中医药高等专科学校,99.230604,25.090268,f526e530f40b6c295a3ac88e,隆阳区,1,99.2232940937386,25.0870254392701
1027,1339,2496,昆明卫生职业学院,4153014372,云南省教育厅,昆明市,专科,民办,昆明卫生职业学院,102.631699,24.654939,d1384ef093c5cc759cec2b07,晋宁区,1,102.623971375572,24.6520134751125
1028,1339,2496,昆明卫生职业学院,4153014372,云南省教育厅,昆明市,专科,民办,昆明卫生职业学院(昆明校区),102.641494,25.083034,291e69fc73e56bf8fadc8558,五华区,1,102.633714257952,25.0802173355639
1034,1384,2602,咸阳职业技术学院,4161013946,陕西省,咸阳市,专科,,咸阳职业技术学院,108.74309,34.304881,3e4acec2f72791a9fbf0cbc1,,1,108.731963473682,34.3001070347533
1035,1403,2643,陇南师范高等专科学校,4162011806,甘肃省,陇南市,专科,,陇南师范高等专科学校,105.748001,33.760996,680fb70315a4889c8bb988d1,成县,1,105.737629757685,33.7564806951566
1038,1421,2661,兰州科技职业学院,4162014518,甘肃省教育厅,兰州市,专科,民办,兰州科技职业学院,104.014802,35.958759,96df4d9b0fd7b535f22d83b4,榆中县,1,104.005719829703,35.9530157440406
1039,1434,2678,青海建筑职业技术学院,4163012974,青海省,西宁市,专科,,青海建筑职业技术学院,101.765774,36.606991,96b672aa89138975cf04efe0,城中区,1,101.757429250646,36.6007630783763
1040,1438,2690,宁夏民族职业技术学院,4164012716,宁夏回族自治区,吴忠市,专科,,宁夏民族职业技术学院,106.161164,37.975591,5ce2637d8889302fae31e518,利通区,1,106.150076050783,37.9691801147876
1042,1441,2693,宁夏工商职业技术学院,4164013087,宁夏回族自治区,银川市,专科,,宁夏工商职业技术学院,106.137201,38.53203,00f1c7fbf41a081fc056ac39,西夏区,1,106.126010277422,38.52568350138
1043,1456,2727,新疆轻工职业技术学院,4165012514,新疆维吾尔自治区,乌鲁木齐市,专科,,新疆轻工职业技术学院(北校区),87.631767,43.934329,d8e617cfa16992d5130daac9,米东区,1,87.6224301077782,43.9271116682793
